id,name,gender,birth_date,height,weight,country_id
5001,Hans Yadav,Male,2005-06-23,187.5,71.6,55
5002,Jessica Bernard,Female,1989-04-10,165.9,82.9,33
5003,Siranush Ionescu,Female,1991-06-07,159.8,41.4,27
5004,Ivan Aliyev,Male,2004-03-02,187.6,66.5,51
5005,Jennifer Karimov,Female,1993-07-14,188.6,93.0,41
5006,Alexandra Fraser-Pryce,Female,1982-03-04,166.8,61.7,46
5007,Naoto Han,Male,2004-06-25,182.7,61.7,25
5008,Carlos Petrov,Male,1986-08-04,202.8,109.2,30
5009,Hassan Dubois,Male,1983-08-24,165.6,74.1,13
5010,Hovhannes Clark,Male,1994-09-16,175.7,97.2,44
5011,Lasha Makarov,Male,1997-07-25,155.6,61.8,25
5012,Svetlana Silva,Female,1982-04-18,207.9,87.5,49
5013,Hiroshi Phelps,Male,1983-05-15,163.1,68.4,57
5014,Oksana Kamau,Female,1984-01-18,176.6,75.8,52
5015,Flaviu Müller,Male,1988-01-22,159.9,46.5,43
5016,Walter Popov,Male,2009-06-20,184.8,67.1,54
5017,Michael Munkhbat,Male,2006-10-25,194.7,93.1,18
5018,Hans Lopez,Male,1985-09-03,172.3,76.9,14
5019,Narantsetseg Haile,Female,2008-06-07,195.8,106.0,46
5020,Dafne Alekseyev,Female,1999-04-20,187.6,98.8,34
5021,Carina Müller,Female,1997-06-07,161.2,48.1,14
5022,Irina Tashkentov,Female,1987-02-27,169.4,72.9,2
5023,Maxime Dubois,Male,1982-04-15,169.9,87.5,41
5024,Yohan Mwangi,Male,2003-06-25,177.7,54.9,45
5025,Radek Robert,Male,1984-10-23,183.3,112.2,17
5026,Cristina Martin,Female,1996-05-06,178.3,71.8,34
5027,David Constantin,Male,2003-05-19,189.4,91.6,2
5028,Sifan Alves,Female,1997-12-22,178.4,68.1,12
5029,Barbara Wanjiku,Female,2006-05-24,178.4,98.8,32
5030,Tomasz Popescu,Male,1994-12-06,168.8,64.1,5
5031,Kamran Huseynov,Male,1992-04-10,165.3,79.9,49
5032,Michelle Munkhbat,Female,2001-04-04,174.1,101.9,33
5033,Vahram Brown,Male,2009-07-15,190.1,90.6,39
5034,Alexandra Kim,Female,2001-03-04,180.8,99.5,42
5035,Narantsetseg Nikitin,Female,1993-11-18,185.5,84.8,36
5036,Min-jun Tediashvili,Male,1984-04-06,182.9,78.6,45
5037,Darya Johnson,Female,1987-03-21,169.3,96.8,17
5038,George Robinson,Male,2008-10-18,180.5,58.8,53
5039,Nancy Alves,Female,1998-11-04,161.0,66.0,36
5040,Svetlana Ferreira,Female,2000-09-04,198.6,55.7,30
5041,Maria Robert,Female,2007-09-04,177.2,70.7,18
5042,Kimberly Clark,Female,2006-09-15,184.8,84.8,38
5043,Daniel Tadesse,Male,1982-10-20,170.3,83.0,21
5044,Yohan Shah,Male,1993-01-09,167.5,65.9,19
5045,Carlos Wójcik,Male,1996-10-05,171.3,78.3,49
5046,Sofia Müller,Female,1994-02-02,161.3,51.6,19
5047,Sunita Choi,Female,2007-06-17,153.4,61.8,5
5048,Franz Batjargal,Male,1988-04-02,161.6,66.5,23
5049,Shota Tediashvili,Male,2004-05-18,180.0,82.0,54
5050,Gagik Huseynov,Male,2009-11-16,174.2,65.1,8
5051,Vasyl Lee,Male,1990-07-02,177.6,60.6,3
5052,Bogdan Yang,Male,1989-03-10,180.9,77.0,2
5053,Mary Kipchoge,Female,2001-07-17,199.7,96.5,27
5054,Karen Kowalczyk,Female,1989-01-06,165.3,61.7,31
5055,Alexandra Johnson,Female,2006-01-08,184.8,81.7,30
5056,Elnur Gantulga,Male,1983-11-24,176.6,76.9,3
5057,Elena Silva,Female,1995-12-02,176.0,99.2,13
5058,Elaine Wu,Female,1999-11-26,159.8,70.9,1
5059,Guram Smith,Male,2008-03-08,159.1,52.9,26
5060,Erik Bekele,Male,2001-10-20,172.5,60.5,24
5061,Daniel Tediashvili,Male,1984-04-27,163.9,56.6,39
5062,Jennifer Kowalski,Female,2007-11-11,191.9,73.3,44
5063,Magnus Harris,Male,1986-10-14,175.6,57.1,58
5064,Lilit Bekele,Female,2000-11-03,179.4,86.1,17
5065,Sunita Bolt,Female,1986-02-15,194.4,91.9,38
5066,Vikram Suzuki,Male,2001-08-22,162.9,54.6,42
5067,Christopher Chen,Male,2008-03-19,164.5,72.8,17
5068,Franz Anderson,Male,2001-08-06,206.2,78.7,20
5069,Jiri Okonkwo,Male,1989-04-03,166.0,55.8,11
5070,Piotr Smith,Male,1991-09-13,169.0,66.0,24
5071,Gantulga Orlov,Male,2008-02-22,173.1,108.1,15
5072,Maria Popescu,Female,1996-10-21,163.5,69.7,24
5073,Josef Babayev,Male,1985-02-08,189.0,77.2,42
5074,Piotr Bianchi,Male,2008-03-27,170.3,89.6,24
5075,Abebe Robinson,Male,2009-05-22,170.2,70.3,16
5076,Nancy Fraser-Pryce,Female,2001-08-24,187.0,79.5,48
5077,Iryna Farah,Female,1998-02-22,186.2,76.5,47
5078,Ilham Brown,Male,1986-02-25,192.9,97.6,42
5079,Monika Shah,Female,2002-01-15,184.3,74.8,5
5080,Asha Tadesse,Female,1985-12-09,194.5,86.5,54
5081,Ramil Weber,Male,1993-09-23,172.7,77.0,10
5082,Tatiana Davaadorj,Female,2008-11-17,211.5,110.0,11
5083,Miho Navruzov,Female,1997-09-20,185.6,87.4,22
5084,Aurelie Wang,Female,1985-09-11,185.6,83.7,31
5085,Darya Lopez,Female,1993-04-22,181.9,62.0,1
5086,Vahram Robert,Male,1983-09-08,171.1,76.4,10
5087,Nisha Rusu,Female,1983-12-17,198.4,77.5,21
5088,Justyna Kim,Female,2004-03-15,167.5,91.5,21
5089,Lilit Yohannes,Female,1989-12-24,145.7,66.8,17
5090,Michael Ito,Male,1991-09-02,162.8,53.9,21
5091,Michelle Johnson,Female,1993-10-15,165.0,67.1,3
5092,Steven Nikitin,Male,1991-06-17,180.2,61.7,14
5093,Liang Dinu,Male,1997-10-27,171.2,70.3,3
5094,Aysel Karimov,Female,2005-07-25,184.7,65.5,41
5095,Emily Grigoryan,Female,2002-10-20,183.7,66.0,50
5096,Daniel Thomas,Male,2008-11-22,184.9,94.4,22
5097,Halyna Munkhbat,Female,1995-07-07,193.4,89.2,10
5098,Alina Jung,Female,1992-09-16,168.9,87.5,40
5099,Liang Wójcik,Male,1992-01-17,161.0,56.8,35
5100,Bohdan Ferrari,Male,1998-04-13,184.9,91.8,40
5101,Mei Wanjiku,Female,1985-09-14,165.9,55.4,17
5102,Piotr Wilson,Male,1989-12-25,163.2,74.6,19
5103,Salome Rusu,Female,2001-03-18,173.8,76.1,54
5104,Nino Bolt,Male,1997-06-09,172.0,78.0,50
5105,Michelle Grigoryan,Female,1997-02-13,169.4,51.1,56
5106,Usukhbayar Zhang,Male,1997-07-08,187.7,94.9,5
5107,Miho Babayev,Female,1984-04-07,167.0,65.8,38
5108,Regzedmaa Wanjiku,Male,2009-05-12,199.3,119.8,29
5109,Nancy Wang,Female,1992-11-15,174.0,97.1,38
5110,Naira Sato,Female,1989-10-15,183.8,81.7,10
5111,Regzedmaa Bekele,Male,2002-02-17,188.8,82.9,22
5112,Ayana Bekele,Female,2001-02-18,174.6,72.7,41
5113,Giulia Biles,Female,2008-10-11,163.8,71.3,18
5114,Marta Yang,Female,2009-12-25,178.6,61.9,38
5115,Zheng Amiranashvili,Male,2007-02-05,188.4,98.2,19
5116,Pedro Jones,Male,2002-06-16,186.2,70.4,42
5117,Maria Kipchoge,Female,1990-09-17,193.0,81.1,8
5118,Erik Ferrari,Male,1982-10-09,171.7,68.5,57
5119,Razvan Jones,Male,1996-10-01,172.7,91.3,37
5120,Ivan Liu,Male,1996-04-03,197.1,114.8,30
5121,Min-jun Sato,Male,2004-07-14,179.9,63.3,1
5122,Klaus Kamau,Male,1992-12-20,184.9,75.3,53
5123,Giorgi Kuznetsov,Male,1983-11-02,189.6,75.7,22
5124,Bolormaa Amiranashvili,Female,1998-07-04,197.3,96.4,54
5125,Barbara Constantin,Female,1989-03-19,160.4,57.9,4
5126,Svetlana Petrov,Female,1991-11-17,175.8,63.5,12
5127,Anna Taylor,Female,1992-02-08,165.8,58.8,19
5128,Michael Kowalski,Male,1994-10-25,191.8,80.6,11
5129,Barbara Adeyemi,Female,1988-03-20,200.2,84.4,33
5130,Nino Romano,Male,2006-09-21,192.0,63.0,58
5131,Julien Munkhbat,Male,2006-03-17,171.0,64.4,26
5132,Constantin Dubois,Male,2005-10-22,181.4,71.6,11
5133,Sakura Wilson,Female,1990-06-11,169.8,92.4,37
5134,Mihai Zhang,Male,2008-05-13,164.8,97.2,25
5135,Klaus Kowalski,Male,1985-05-20,183.6,78.5,20
5136,Lars Bernard,Male,2003-04-27,173.5,68.5,16
5137,Mary Njoroge,Female,1984-10-15,171.2,56.5,3
5138,Karen Wanjiku,Female,2008-11-20,179.4,86.6,39
5139,Carlos Melnyk,Male,2007-09-03,183.8,70.7,40
5140,Sandra Rossi,Female,1985-03-24,169.0,55.4,5
5141,Tsend-Ochir Yadav,Male,1992-09-24,186.4,50.9,21
5142,Adam Shevchenko,Male,2001-11-22,174.6,63.9,56
5143,Xia Yohannes,Female,2004-12-12,165.4,61.7,19
5144,Rui Smith,Male,1997-10-12,164.6,58.4,14
5145,Florent White,Male,1999-11-14,181.3,95.3,18
5146,Kipchoge Volkov,Male,1988-03-07,177.3,85.0,12
5147,William Navruzov,Male,2008-10-21,164.9,60.1,6
5148,Denys Yuldashev,Male,1989-07-16,186.2,79.9,3
5149,Zurab Kiros,Male,1982-03-04,182.0,76.8,22
5150,Klaus Thomas,Male,1991-06-06,175.4,81.5,54
5151,Henrik Thomas,Male,1998-05-04,196.4,92.7,19
5152,Yuna Park,Female,1997-03-05,162.5,63.6,27
5153,Darya Patel,Female,1987-11-04,166.5,77.1,10
5154,Miho Grigoryan,Female,2003-04-02,166.4,80.4,13
5155,Wei Kowalski,Male,1994-04-14,191.2,67.8,41
5156,Rahul Yang,Male,2008-03-22,163.4,80.2,46
5157,Sunita Kwon,Female,2002-12-28,161.4,94.0,34
5158,Sergei Kowalski,Male,2000-01-07,181.6,96.7,12
5159,Svetlana Jones,Female,2000-08-13,167.5,70.3,3
5160,David Gheorghe,Male,1998-08-16,194.6,81.1,47
5161,Carol Liu,Female,2001-08-18,198.4,79.6,27
5162,Lasha Patel,Male,1987-09-06,194.9,58.8,13
5163,Carlos Munkhbat,Male,1998-11-28,172.9,66.9,39
5164,Katarzyna Haile,Female,1989-12-12,190.4,80.2,59
5165,Giulia Sargsyan,Female,1989-11-21,177.6,78.7,39
5166,Svetlana Brown,Female,1995-09-03,171.5,86.2,43
5167,Alejandro Phelps,Male,2007-06-12,187.9,101.9,9
5168,Priya Chikovani,Female,2005-12-21,213.7,116.1,3
5169,Mohammed Harris,Male,1999-04-24,167.9,85.0,25
5170,John Shah,Male,1996-02-10,180.4,72.4,62
5171,Olga Smith,Female,1992-02-05,178.9,71.9,37
5172,Miho Kovalenko,Female,2003-01-26,161.3,68.7,16
5173,Emily Wilson,Female,2005-08-21,166.1,102.3,25
5174,Camelia Liu,Female,1985-09-08,185.0,118.9,17
5175,Liang Kipchoge,Male,2001-02-18,168.7,74.8,55
5176,Hans Watanabe,Male,1988-11-03,173.9,114.5,39
5177,Narantsetseg Makarov,Female,1993-10-04,182.2,61.1,55
5178,Anahit Taylor,Female,2006-05-18,203.1,117.1,37
5179,Nancy Han,Female,1999-04-17,166.7,136.2,45
5180,Elnur Kowalczyk,Male,2002-07-28,193.6,93.0,21
5181,Regzedmaa Cherono,Male,1998-10-20,188.3,85.7,54
5182,Mary Alves,Female,1982-01-27,174.3,92.6,4
5183,Flaviu Costa,Male,2009-05-26,164.1,93.6,23
5184,Maria Schmidt,Female,1996-10-09,188.1,68.9,54
5185,Nancy Perez,Female,1988-07-17,176.9,60.9,60
5186,Guram Babayev,Male,2009-11-26,185.8,87.5,59
5187,Jae-won Sharma,Male,1993-12-05,193.3,101.4,30
5188,Almaz Wilson,Female,1998-03-17,194.3,68.1,53
5189,Michelle Dubois,Female,1998-10-12,157.9,63.9,18
5190,Monika Dupont,Female,1983-08-15,172.8,61.5,38
5191,Faith Hernandez,Female,1986-06-21,182.5,50.8,27
5192,Lisa Gebremariam,Female,1992-07-11,178.3,81.6,39
5193,Charles Petrov,Male,2009-12-08,163.3,57.6,42
5194,Patricia Martinez,Female,1987-11-06,187.0,75.3,27
5195,Kipchoge Chen,Male,1998-02-07,182.6,70.9,10
5196,Marco Kaminski,Male,2003-04-09,187.0,101.1,42
5197,Jennifer Enkhtaivan,Female,2002-08-07,214.6,98.5,10
5198,Tigran Watanabe,Male,1993-04-03,184.0,108.0,51
5199,Meseret Navruzov,Female,1989-05-16,175.6,58.3,32
5200,Sabina Batjargal,Female,2003-02-06,186.5,86.4,40
5201,Yuna Kravchenko,Female,2008-07-27,186.7,63.6,5
5202,Sergei Garcia,Male,2003-12-18,158.8,90.6,38
5203,Deepika Bianchi,Female,2009-03-07,163.8,60.5,27
5204,Zheng Haile,Male,2009-11-04,183.7,64.5,35
5205,Min-jun Popov,Male,2003-02-13,162.6,69.1,8
5206,Nancy Esposito,Female,2003-12-03,179.3,71.7,53
5207,Simona Cherono,Female,1989-12-13,180.6,90.4,14
5208,Charles Esposito,Male,2008-11-14,167.6,85.4,36
5209,Carina Meyer,Female,2000-10-09,189.8,67.4,30
5210,Daniel Liu,Male,1986-09-07,168.9,82.7,36
5211,Olga Hakobyan,Female,1991-11-12,175.4,75.8,35
5212,George Kuznetsov,Male,2005-08-03,175.3,87.5,34
5213,Oksana Shevchenko,Female,2006-12-16,160.2,148.4,21
5214,Isabelle Taylor,Female,2004-07-04,167.1,98.6,56
5215,Oksana Babayev,Female,1983-09-25,186.6,128.6,54
5216,Vasyl Cherono,Male,1994-10-20,176.9,101.7,38
5217,Monika Okonkwo,Female,2004-07-07,174.8,60.1,39
5218,Yuna Esposito,Female,2000-04-26,177.4,85.7,45
5219,Iryna Adeyemi,Female,2000-04-18,150.6,50.0,3
5220,Elnur Popov,Male,2009-05-01,186.6,89.6,34
5221,Jessica Kwon,Female,1985-06-06,199.7,94.9,27
5222,Razvan Sargsyan,Male,2001-12-06,188.2,82.3,6
5223,Michael Babayev,Male,1998-01-28,178.0,68.9,33
5224,Paul Ionescu,Male,1989-01-18,170.0,65.4,30
5225,Barbara Adeyemi,Female,2003-05-09,179.8,67.1,41
5226,Vahram Sato,Male,2008-09-26,191.9,62.1,50
5227,Donna Mirzayev,Female,1986-02-17,179.1,92.6,1
5228,Anahit Moore,Female,1986-07-27,193.2,69.3,16
5229,Nesta Dupont,Male,2000-04-03,181.6,85.2,21
5230,Eliud Weber,Male,1998-04-22,178.0,78.2,22
5231,Naim Amiranashvili,Male,1982-02-21,172.2,91.5,40
5232,Hans Mirzayev,Male,1997-12-19,166.1,69.8,11
5233,Emily Cherono,Female,1985-11-17,197.5,71.0,5
5234,Charles Wu,Male,1989-03-01,173.8,69.0,12
5235,Jae-won Cherono,Male,1992-11-09,176.0,79.5,5
5236,Yuki Ito,Female,2003-05-21,173.2,65.5,13
5237,Michelle Moore,Female,1989-11-21,181.1,75.0,33
5238,Nino Oliveira,Male,2000-12-03,181.7,76.6,26
5239,Nino Volkov,Female,1999-04-11,181.7,85.2,8
5240,Brian Munkhbat,Male,1985-07-01,167.2,49.6,4
5241,Antoine Mwangi,Male,1987-07-08,184.5,69.9,3
5242,Karen Kowalczyk,Female,1996-01-01,197.1,92.2,3
5243,Camelia Hakobyan,Female,1982-12-07,173.1,62.7,3
5244,Henrik Grigoryan,Male,2007-06-20,199.9,93.1,19
5245,Shota Mammadov,Male,2009-12-09,189.4,115.9,29
5246,Krzysztof Bondarenko,Male,2006-12-15,164.3,68.6,44
5247,Elena Yamamoto,Female,1997-11-06,165.0,71.9,3
5248,Christopher Ferrari,Male,2002-05-04,177.3,65.4,22
5249,Antoine Enkhtaivan,Male,1999-12-28,192.5,62.0,1
5250,Ondrej Wójcik,Male,1990-01-02,179.5,63.5,21
5251,Nizami Amiranashvili,Male,2007-05-16,170.5,68.7,22
5252,Yuki Kvinikadze,Female,1994-01-03,167.7,76.5,11
5253,Kipchoge Suzuki,Male,1985-10-15,201.8,109.1,54
5254,Josef Kravchenko,Male,1996-04-08,173.1,88.1,48
5255,Camelia Munkhbat,Female,1998-08-03,180.1,66.1,18
5256,Aysel Gebremariam,Female,1993-01-26,174.9,59.1,8
5257,Emily Tanaka,Female,1994-12-17,208.7,71.6,27
5258,Paolo Babayev,Male,1985-03-25,174.8,76.2,30
5259,Kipchoge Harris,Male,2009-07-14,167.3,73.2,1
5260,Wei Wójcik,Male,1994-06-17,169.1,51.8,3
5261,Mohammed Mammadov,Male,2000-12-02,173.2,91.5,10
5262,Nino Esposito,Male,1998-07-04,187.2,62.9,5
5263,Min-jun Jung,Male,1985-07-08,195.6,71.3,35
5264,Agnieszka Suzuki,Female,1994-02-25,179.0,58.8,36
5265,Klaus Gupta,Male,1983-08-27,183.1,63.7,30
5266,Priya Jung,Female,2009-10-12,180.6,77.2,60
5267,Amine Zhao,Male,1992-12-17,188.4,63.6,61
5268,Flaviu Thomas,Male,1993-01-13,178.1,79.2,31
5269,Klaus Kamau,Male,1992-12-10,171.3,87.3,5
5270,Gabriela Melnyk,Female,1993-03-14,165.8,79.0,53
5271,Arjun Moore,Male,2002-10-07,181.9,70.6,18
5272,Tomasz Watanabe,Male,1987-11-11,172.2,82.8,26
5273,Karolina Kowalczyk,Female,2000-04-09,174.9,56.0,37
5274,Jae-won Makarov,Male,1983-01-03,171.7,85.6,21
5275,Elaine Kumar,Female,2005-01-01,160.5,72.6,43
5276,Carina Zhao,Female,2000-01-22,186.2,95.2,7
5277,Nancy Enkhtaivan,Female,2002-12-05,188.8,100.1,40
5278,Sandra Gebrselassie,Female,1990-10-07,159.9,59.4,7
5279,Gunel Robert,Female,2002-07-05,167.4,91.3,1
5280,Yuki Bondarenko,Female,1989-09-08,180.7,87.7,40
5281,Meseret Popescu,Female,2006-10-08,167.1,149.7,33
5282,Enkhjargal Farah,Female,2007-06-05,164.2,93.1,42
5283,Narantsetseg Jones,Female,1999-09-05,193.3,85.1,55
5284,Michael Greco,Male,1998-06-06,183.2,64.1,18
5285,Vahram Kowalski,Male,1987-10-14,171.4,51.4,21
5286,Agnieszka Yuldashev,Female,2006-04-08,197.4,71.1,45
5287,Ilham Sharma,Male,1993-12-16,179.4,61.2,51
5288,Florent Weber,Male,2007-06-04,189.9,69.1,2
5289,Tsend-Ochir Ito,Male,2007-12-27,173.9,68.2,36
5290,Abebe Wójcik,Male,2007-02-17,167.5,65.0,59
5291,Vikram Han,Male,1994-12-04,168.5,83.8,48
5292,Agnieszka Tadesse,Female,2003-11-28,163.1,70.8,4
5293,Hasmik Watanabe,Female,2006-12-03,204.4,80.8,61
5294,Eliud Kamau,Male,1985-06-06,178.8,75.0,11
5295,Katarzyna Johnson,Female,2002-07-22,178.7,77.5,21
5296,Natalya Rusu,Female,2003-02-28,194.6,94.1,10
5297,Miho Hernandez,Female,1987-11-03,189.1,84.9,60
5298,Akiko Johnson,Female,2006-03-07,164.0,77.7,39
5299,Oksana Mwangi,Female,1989-03-04,178.3,49.0,40
5300,Natsuki Tediashvili,Male,1991-08-16,193.6,134.5,38
5301,Oleksandr Bekele,Male,2002-06-14,169.1,72.3,53
5302,Magnus Lochte,Male,1983-04-21,169.5,81.9,56
5303,Tsend-Ochir Schneider,Male,2006-06-22,196.5,55.5,62
5304,Linda Tediashvili,Female,2002-10-15,194.8,83.1,39
5305,Arsen Rusu,Male,1998-11-15,150.0,66.3,1
5306,Elena Thomas,Female,1990-02-10,186.7,83.3,35
5307,Zheng Ito,Male,2007-11-12,190.4,81.3,43
5308,Emily Williams,Female,1996-10-11,187.9,73.1,22
5309,Alexandra Rusu,Female,1987-02-17,175.3,91.2,13
5310,William Costa,Male,1988-09-16,166.2,98.2,53
5311,Eliud Wójcik,Male,1982-08-25,188.1,63.4,42
5312,Matthew Moore,Male,1996-03-14,163.6,77.2,37
5313,Gunther Huseynov,Male,1984-08-27,188.2,85.7,48
5314,Ashley Han,Female,1991-04-17,162.6,83.7,3
5315,Lilit Jones,Female,1982-05-09,183.6,88.2,42
5316,Priya Costa,Female,1996-03-03,170.0,64.9,34
5317,William Taylor,Male,1984-08-03,196.1,66.1,14
5318,Christopher Robert,Male,1988-07-26,189.3,60.2,43
5319,Enkhjargal Garcia,Female,2006-01-13,193.6,108.4,58
5320,Claire Biles,Female,1986-03-24,185.0,76.2,23
5321,Sabina Wiśniewski,Female,1990-01-20,192.6,59.7,12
5322,Sifan Dibaba,Female,1986-02-06,207.2,80.4,1
5323,Agnieszka Kumar,Female,1999-07-13,167.1,67.6,42
5324,Sandra Wu,Female,1999-05-19,171.1,59.7,39
5325,Elaine Kiros,Female,1994-05-19,177.9,79.1,1
5326,Paul Gebrselassie,Male,1986-06-07,164.5,75.0,11
5327,Vahram Haile,Male,1994-08-12,175.2,53.8,61
5328,Fabio Zhao,Male,1990-04-17,167.4,64.7,42
5329,Hovhannes Bekele,Male,1996-12-15,170.6,75.9,42
5330,Jessica Oliveira,Female,1987-08-05,170.8,80.7,2
5331,Mei Petrov,Female,1999-02-04,181.8,86.6,55
5332,Tigran Kwon,Male,2007-06-04,193.3,88.0,42
5333,Jiajun Kovalev,Male,2000-01-08,184.1,79.9,19
5334,Deepika Fischer,Female,1989-08-01,178.9,82.0,38
5335,Nataliya Anderson,Female,1992-02-15,184.7,83.5,38
5336,Oksana Santos,Female,1997-10-28,166.8,70.5,22
5337,Romain Njoroge,Male,2008-03-16,171.6,84.2,14
5338,Robert Babayev,Male,1988-11-03,167.8,91.2,14
5339,Betty Wang,Female,2004-01-13,165.3,89.6,1
5340,Gagik Kumar,Male,1989-08-10,170.6,100.1,18
5341,Katarzyna Makarov,Female,1988-06-20,167.1,90.4,12
5342,Bohdan Liu,Male,1982-01-02,163.4,56.7,53
5343,Gabriela Kaminski,Female,1997-06-22,174.1,78.9,13
5344,Alexandra Harris,Female,1995-10-15,193.6,81.9,12
5345,Ketevan Cherono,Female,2008-08-25,177.9,89.1,24
5346,Miho Liu,Female,2003-06-19,199.2,89.9,49
5347,Irina Robert,Female,2004-07-15,170.9,79.4,33
5348,Naim Johnson,Male,2006-06-25,161.8,66.2,29
5349,Jiri Kamau,Male,1989-05-28,182.2,68.7,22
5350,Carina Tanaka,Female,1982-12-13,171.1,83.9,9
5351,Andrew Rossi,Male,1986-12-01,169.4,95.8,21
5352,Irina Haile,Female,1999-06-08,188.0,96.5,37
5353,Maxime Kamau,Male,1998-03-18,184.1,64.6,25
5354,Monika Hernandez,Female,1996-11-10,188.4,62.3,26
5355,Laure Munkhbat,Female,1991-03-18,165.1,77.4,19
5356,Antoine Greco,Male,1993-05-23,189.8,52.2,54
5357,Asha Fraser-Pryce,Female,1992-09-10,168.9,63.0,10
5358,Nataliya Dinu,Female,1985-01-02,171.1,69.3,38
5359,Deepika Jones,Female,1994-07-21,173.5,76.3,21
5360,Cristina Bianchi,Female,1982-02-08,189.9,59.8,19
5361,Sun Perez,Male,1983-08-28,176.0,63.6,21
5362,Rui Kvinikadze,Male,1994-05-01,189.0,90.5,38
5363,Hasmik Fraser-Pryce,Female,1985-08-12,177.1,76.6,50
5364,Kiran Brown,Male,1998-04-09,184.0,99.2,33
5365,Wei Lochte,Male,1985-01-25,166.5,62.4,18
5366,Alexei Wójcik,Male,1985-12-16,162.2,78.5,35
5367,Sergei Sharma,Male,2000-09-01,171.8,89.2,59
5368,Mohammed Tadesse,Male,1991-02-09,171.4,85.4,21
5369,Steven Jackson,Male,1990-04-17,197.1,82.5,5
5370,Ramil Popov,Male,1996-09-19,178.0,66.4,13
5371,Bolormaa Mwangi,Female,1991-12-06,180.4,94.1,43
5372,Josef Aliyev,Male,1991-01-15,175.0,68.4,16
5373,Marco Tadesse,Male,2002-05-10,195.1,83.4,48
5374,Guram Kamau,Male,1987-11-18,160.7,65.2,24
5375,Mei Patel,Female,2007-10-10,165.9,58.7,35
5376,Flaviu Bianchi,Male,1997-07-01,184.2,49.9,34
5377,Ketevan Sato,Female,2009-02-23,176.3,77.1,3
5378,Aurelie Sato,Female,2004-08-06,174.5,82.5,17
5379,Carina Constantin,Female,2005-01-01,164.4,64.6,51
5380,Alina Kovalev,Female,1990-09-07,174.3,75.9,35
5381,Lela Rodriguez,Female,1988-12-12,178.5,89.2,17
5382,Andrei Bondarenko,Male,1982-09-25,180.9,95.1,39
5383,Carlos Petrov,Male,1982-04-09,169.0,68.0,54
5384,Constantin Nikitin,Male,1990-10-02,169.4,68.8,35
5385,Jiri Santos,Male,1983-09-17,187.0,74.4,34
5386,William Davis,Male,2005-08-07,185.0,72.5,31
5387,Iryna Hakobyan,Female,2001-10-09,159.3,65.5,34
5388,Naira Alekseyev,Female,1984-05-02,166.8,90.3,24
5389,Hasmik Yohannes,Female,1995-02-06,161.9,46.9,37
5390,Brian Bekele,Male,1983-07-02,180.7,61.2,27
5391,Kamran Tadesse,Male,1982-06-02,176.0,70.1,27
5392,Yuki Kovalev,Male,1998-12-20,179.6,71.2,10
5393,Andrei Bianchi,Male,1983-08-04,173.8,63.9,34
5394,Mariam Popov,Female,2007-12-07,163.8,94.1,2
5395,Sifan Gupta,Female,1992-03-08,195.5,87.7,18
5396,Akiko Haile,Female,1991-11-10,189.3,86.9,15
5397,Sakura Kvinikadze,Female,1996-04-16,164.8,72.2,17
5398,Olga Karimov,Female,2009-12-17,181.3,112.8,49
5399,Oleksandr Choi,Male,1989-06-07,179.0,80.0,17
5400,Alexandra Popov,Female,1993-07-13,173.2,106.7,17
5401,Nikolai Ivanov,Male,1987-07-16,190.1,55.7,18
5402,Katarzyna Gebremariam,Female,1992-09-25,199.8,79.3,3
5403,Tigran Clark,Male,2009-10-21,146.6,40.1,3
5404,Rahul Fraser-Pryce,Male,1997-03-06,170.5,68.1,20
5405,Sunita Miller,Female,2009-02-28,178.2,77.9,41
5406,Ketevan Romano,Female,1982-12-03,171.0,59.2,43
5407,Walter Martinez,Male,1983-05-24,179.2,50.0,42
5408,Flaviu Gheorghe,Male,1996-10-08,190.5,72.5,27
5409,Darya Liu,Female,2009-07-07,192.4,56.1,34
5410,Erik Kovalev,Male,1984-07-08,166.8,70.9,22
5411,Franz Wang,Male,1999-06-10,186.2,73.1,6
5412,Anjali Gantulga,Female,2005-05-01,166.3,61.7,3
5413,Ramil Navruzov,Male,2006-06-19,179.3,86.2,51
5414,Ketevan Chikovani,Female,1989-12-27,159.5,56.0,3
5415,Mihai Huseynov,Male,2009-06-02,168.4,63.0,39
5416,Ashley Martinez,Female,1990-01-24,194.0,98.7,54
5417,Bingxue Lochte,Male,1983-12-20,179.4,50.9,18
5418,Shota Müller,Male,1984-02-09,180.8,95.0,14
5419,Alina Miller,Female,2008-01-13,184.3,97.1,25
5420,Michelle Gonzalez,Female,2004-09-06,170.1,55.0,10
5421,Gunel Patel,Female,2007-06-06,173.3,61.1,36
5422,Klaus Popescu,Male,1996-08-27,169.3,95.7,37
5423,Jae-won Esposito,Male,1990-01-06,169.8,70.8,17
5424,Ketevan Han,Female,1986-01-08,184.5,88.2,6
5425,Sun Greco,Male,1991-12-24,168.8,67.6,27
5426,Alina Jung,Female,1998-05-03,176.8,68.2,46
5427,Anna Bianchi,Female,2000-02-02,167.8,62.6,17
5428,Kiran Jung,Male,1983-01-03,170.9,77.9,54
5429,Narantsetseg Adeyemi,Female,1992-07-25,177.2,113.5,40
5430,Min-jun Kowalski,Male,1985-06-16,170.8,69.9,61
5431,Meseret Farah,Female,1983-09-21,192.0,61.3,32
5432,Haile Melnyk,Male,1994-11-22,193.9,79.5,47
